x.1,x.2,x.3,x.4,x.5,x.6,x.7,x.8,x.9,x.10,y,y0
0.709914654,0.974689809,0.90664883,0.804820984,0.688996457,0.623063561,0.740121728,0.084894257,0.370979312,0.329215928,21.96591753,2
0.191615545,0.295626907,0.550528683,0.101847555,0.917574026,0.801512067,0.286545743,0.927593282,0.622279266,0.16117157,7.711402581,0
0.110917588,0.821914364,0.23552756,0.051526545,0.553853984,0.323927316,0.689766482,0.012637757,0.228607222,0.533032874,7.242860527,0
0.60850718,0.740689491,0.421176518,0.713401134,0.349517725,0.902806164,0.878527479,0.560214907,0.489184664,0.940729834,19.8902444,1
0.495670991,0.586158759,0.907202914,0.508756803,0.519181323,0.223235913,0.688789932,0.490569683,0.426383013,0.66353175,18.43635292,1
0.563187394,0.732124912,0.153832082,0.629058872,0.640264795,0.453633377,0.679520862,0.945816413,0.382355314,0.721114845,21.84585364,2
0.907710074,0.0547479,0.449055117,0.843791353,0.714871795,0.383773018,0.180659748,0.192940571,0.025584974,0.532295228,14.0247609,1
0.440629177,0.19636059,0.004028152,0.059427214,0.322727874,0.482565917,0.870407397,0.678044941,0.92100762,0.49368891,8.867732296,0
0.765935573,0.864706331,0.633053609,0.410515813,0.196512626,0.614019667,0.065533981,0.209583637,0.81466701,0.203805024,13.84102122,1
0.222284846,0.145593863,0.746310983,0.875531297,0.120939007,0.172082101,0.874124848,0.710516848,0.511119583,0.343958434,12.91111843,1
0.99032428,0.606762911,0.414496419,0.17599125,0.228276044,0.748837597,0.216520628,0.332896197,0.447911188,0.09382255,10.37466614,1
0.817799972,0.399856073,0.819680401,0.904899412,0.622446744,0.567749526,0.386951866,0.500448289,0.483172646,0.80925395,22.11926749,2
0.065954504,0.332546157,0.98210239,0.267486392,0.001624441,0.681868692,0.928009368,0.706860043,0.122044883,0.396834914,9.768335939,0
0.93003014,0.165636292,0.971562208,0.867372126,0.161543805,0.338727798,0.722735441,0.493681701,0.395352838,0.743591667,17.54035985,1
0.366409135,0.961206482,0.993673311,0.657303195,0.96093409,0.875942321,0.384479041,0.752161102,0.110910717,0.888474448,25.5802491,2
0.59918575,0.496922003,0.393237735,0.707977762,0.916802471,0.999171404,0.970442052,0.864026495,0.821410991,0.96128449,19.82771964,1
0.742918,0.463286322,0.410811867,0.215148104,0.849210614,0.746898856,0.037793971,0.299800336,0.718606625,0.14741361,14.97620089,1
0.613625567,0.73999669,0.927504719,0.545513793,0.348860678,0.161214334,0.036054837,0.370626335,0.508977978,0.530324943,21.97226722,2
0.989712725,0.144528178,0.184781839,0.42628295,0.392351183,0.993219219,0.970636381,0.10916003,0.076885256,0.989327155,11.80518461,1
0.802009072,0.09160519,0.911429963,0.704524124,0.306111265,0.503234962,0.068554695,0.613878346,0.490348642,0.516026749,13.92004677,1
0.102683784,0.924975233,0.059595651,0.067257372,0.171563831,0.397763517,0.102504492,0.784291167,0.511807348,0.834462787,7.661261306,0
0.477398589,0.11459448,0.456248091,0.296549526,0.62008938,0.280099507,0.475235131,0.964150213,0.23999029,0.508482871,6.204786299,0
0.882495393,0.214391398,0.923716683,0.396338015,0.326370104,0.526991225,0.338785273,0.970307602,0.987146892,0.794442299,14.58924434,1
0.500219471,0.78871255,0.020905372,0.965428411,0.939644987,0.194443607,0.863297983,0.896438097,0.459563805,0.575733325,29.29894229,2
0.858911766,0.649919445,0.319227201,0.553014259,0.462191675,0.723661825,0.933438484,0.695404528,0.799455591,0.775552812,15.21543516,1
0.36295526,0.249512813,0.927026135,0.696087854,0.689143363,0.701303294,0.605546768,0.495045646,0.223630821,0.861929603,17.35337362,1
0.768566997,0.547913238,0.740204063,0.799349609,0.643142852,0.424675849,0.45133022,0.346635624,0.582062822,0.041491115,20.95965301,2
0.263091519,0.751916245,0.99900789,0.810968818,0.834200984,0.741550136,0.528998436,0.528049802,0.262936474,0.981313808,23.43781951,2
0.581561073,0.244687761,0.05959213,0.566040284,0.288492887,0.810589124,0.644207907,0.566994471,0.411100714,0.665974123,16.23990581,1
0.699747407,0.066156571,0.451138979,0.229387436,0.536785898,0.159562383,0.773974112,0.30912436,0.763229112,0.848814595,7.662949807,0
0.085367525,0.055182632,0.248223447,0.074559819,0.507903554,0.449920425,0.286004348,0.580420637,0.053380866,0.641400447,4.903711187,0
0.081080383,0.89170334,0.700357348,0.51062669,0.511547162,0.251062026,0.514532737,0.037109392,0.716506466,0.39703667,11.46418117,1
0.927207195,0.82950577,0.737864705,0.671390458,0.574732576,0.892038091,0.824889417,0.884655883,0.508298227,0.368190055,17.67488135,1
0.616403182,0.711420848,0.559785481,0.171617281,0.61708805,0.958033938,0.028607877,0.111239706,0.771963227,0.495549904,15.8341734,1
0.208579471,0.739892939,0.729201919,0.274489459,0.077381136,0.399104289,0.457244884,0.736159636,0.309956589,0.954367725,8.67680601,0
0.681864606,0.481883566,0.890683515,0.956814154,0.463419172,0.660285274,0.06545128,0.928042608,0.113232124,0.967061552,23.16160755,2
0.828655777,0.77150441,0.304089888,0.226764106,0.483793329,0.112526377,0.874838757,0.554773111,0.328631429,0.722602781,14.17452533,1
0.138877099,0.824094362,0.189124604,0.387156331,0.037908197,0.949129476,0.438672787,0.513947431,0.975211579,0.336833725,9.420702969,0
0.054976407,0.027137613,0.57824946,0.711147419,0.017315607,0.317448456,0.017052694,0.036800438,0.197036151,0.17494244,8.676503156,0
0.419308572,0.914898034,0.163935689,0.985545389,0.07670308,0.263630657,0.833953868,0.499028542,0.465468238,0.193315262,23.02073498,2
0.607950524,0.705421268,0.120377452,0.662636337,0.138800677,0.099484271,0.171006309,0.507718929,0.531246095,0.125986171,20.49209769,2
0.16311118,0.703142016,0.497652827,0.330122117,0.065723211,0.071223046,0.217833197,0.119550318,0.141162135,0.374412532,6.029091547,0
0.157519649,0.29804442,0.483493086,0.351932358,0.025275073,0.571705845,0.897136724,0.367709368,0.080273787,0.246116297,5.042761171,0
0.021269508,0.714937303,0.733820925,0.673343436,0.744797408,0.376670758,0.498221446,0.462035292,0.830836839,0.772221299,12.67788177,1
0.375379469,0.409377405,0.342158874,0.728310336,0.178527357,0.000488905,0.775325978,0.020210457,0.710100066,0.180706397,12.17464523,1
0.947266945,0.197874117,0.069598525,0.689328314,0.480686971,0.470282085,0.995193782,0.970394846,0.02154738,0.950634496,19.97369769,1
0.432677235,0.7444245,0.925517283,0.506839184,0.899586822,0.514370148,0.925615916,0.584092539,0.326942301,0.365711651,22.55908173,2
0.188867999,0.109851259,0.396345296,0.995404036,0.413630199,0.471332806,0.751492326,0.259952257,0.665977821,0.771651777,12.65652988,1
0.664512456,0.705392075,0.447125471,0.116730651,0.19760953,0.273782935,0.793526581,0.420680383,0.192987744,0.782822033,10.12475958,1
0.668940668,0.137040337,0.231869266,0.343397019,0.563793569,0.871518726,0.89979415,0.037053456,0.796404949,0.274313131,10.51201259,1
0.713684306,0.514911636,0.686656992,0.363667329,0.839198988,0.435575791,0.141562484,0.993023755,0.829199322,0.812645452,18.89519043,1
0.901709739,0.558330587,0.921630837,0.060901711,0.200193955,0.177223182,0.329617478,0.130685095,0.126928397,0.785203177,15.69637699,1
0.657314876,0.219335741,0.062482602,0.008885452,0.561600222,0.130359372,0.906287638,0.70101878,0.677259302,0.37925367,11.13317764,1
0.616204081,0.34323674,0.614640441,0.177756939,0.060870745,0.547544053,0.092170951,0.452530692,0.933854298,0.086611071,9.295556012,0
0.668427718,0.852035612,0.304691166,0.442332114,0.757463871,0.394591923,0.271925197,0.507975338,0.356433627,0.297347829,18.25152521,1
0.725639373,0.982722935,0.388266425,0.473803142,0.146517547,0.330679492,0.434918485,0.582187326,0.680028009,0.936783807,12.32977975,1
0.787178681,0.217928936,0.642111841,0.061176272,0.533301583,0.652627344,0.359658542,0.451462069,0.142615314,0.971789083,9.368077375,0
0.93578556,0.331066046,0.658812655,0.410216426,0.559761069,0.51607089,0.123298604,0.323498436,0.235312107,0.292051362,15.67131281,1
0.786803732,0.520282862,0.922551863,0.629593866,0.388098508,0.920001379,0.092816361,0.856024527,0.673820732,0.372237158,22.81803439,2
0.189184753,0.080223992,0.009394996,0.287680255,0.490203632,0.031189082,0.245624816,0.716584773,0.544075748,0.639056837,11.71059094,1
0.431551933,0.81302276,0.002771329,0.373246844,0.979353255,0.655647016,0.986101334,0.975196671,0.920726683,0.152302469,22.39287495,2
0.914980551,0.934004022,0.308110144,0.82587903,0.714867166,0.939417646,0.711141007,0.698691257,0.993098921,0.998814418,16.99670599,1
0.056401742,0.55837743,0.264458443,0.893843454,0.130060696,0.989368185,0.786365265,0.318519058,0.875751647,0.245869731,12.49173817,1
0.17268421,0.969862225,0.173379922,0.510597393,0.025715074,0.522537372,0.607237167,0.30659947,0.061522696,0.571793272,10.01515635,1
0.817294843,0.831367501,0.211718878,0.764256212,0.401267449,0.997856542,0.388975758,0.744193494,0.900971206,0.68402601,19.55347523,1
0.764618386,0.992696277,0.015901205,0.717558687,0.641722586,0.866862618,0.67890348,0.75652069,0.848578967,0.100448542,22.54920991,2
0.665787429,0.992840381,0.930434647,0.141648376,0.146033398,0.739711988,0.678831498,0.808077831,0.219987908,0.630524518,15.64109999,1
0.647998475,0.257328234,0.973714747,0.184548017,0.725463719,0.539033825,0.472070518,0.524089407,0.265422764,0.225498206,16.66883868,1
0.549146613,0.723398358,0.833822952,0.138477726,0.252269024,0.671052892,0.769262706,0.397701636,0.156333703,0.575246137,14.6975425,1
0.225573953,0.953905194,0.667690022,0.249803864,0.536941824,0.13347328,0.769626118,0.597197723,0.812232814,0.517646557,13.38512594,1
0.070315141,0.863749379,0.637489727,0.878109816,0.763195442,0.736772792,0.874389042,0.921962895,0.885898693,0.375385639,15.25171082,1
0.948249987,0.236371018,0.20706321,0.524397728,0.58511951,0.67198119,0.748049527,0.398654893,0.66172898,0.150175283,16.80378814,1
0.038904125,0.100064742,0.250742476,0.092543372,0.863646341,0.550367009,0.661694435,0.515639227,0.620214345,0.162745718,6.412848611,0
0.84334457,0.568884535,0.758517086,0.872956922,0.056770759,0.846735852,0.981515222,0.502897214,0.942651602,0.559997163,17.65750276,1
0.550288903,0.095084252,0.296937106,0.087247659,0.572520834,0.725567107,0.279284492,0.807256237,0.699284554,0.407875322,4.701826055,0
0.210906706,0.443088304,0.820259858,0.924849598,0.300689094,0.379409405,0.263288595,0.290335096,0.802590962,0.412630874,14.28493491,1
0.548984149,0.489553831,0.968402624,0.356577401,0.364125855,0.532631583,0.848293593,0.993173215,0.704844629,0.841215501,16.15929874,1
0.212093029,0.699924464,0.4156842,0.632758209,0.902500354,0.904372778,0.706507897,0.772705445,0.567005974,0.711122123,14.69582495,1
0.074549136,0.44646531,0.236591759,0.457492143,0.186419388,0.075072458,0.447174951,0.281140908,0.770035907,0.170371576,8.556574609,0
0.427731387,0.998103731,0.867003111,0.786256565,0.498284005,0.117673784,0.877475183,0.219918661,0.296451534,0.762667196,23.97023317,2
0.606289436,0.69051361,0.122358706,0.529345734,0.816939155,0.472825504,0.729204284,0.116739006,0.932409971,0.477035878,21.99752413,2
0.103375581,0.575901841,0.29268951,0.149631666,0.088147671,0.821338969,0.844246884,0.549001256,0.539375817,0.548618251,4.775837967,0
0.442892926,0.947534392,0.355356023,0.427447747,0.66257199,0.286067236,0.034499466,0.931360075,0.240962757,0.032954055,16.39197351,1
0.015085357,0.507564793,0.352226271,0.066905199,0.327831878,0.604209269,0.234498225,0.12723653,0.998091404,0.553393578,4.75299509,0
0.762030363,0.058093569,0.582969336,0.139965984,0.595403342,0.025234314,0.127925534,0.236205807,0.702641746,0.749614453,5.949241274,0
0.428726469,0.499409063,0.575688887,0.623169996,0.904855847,0.239550309,0.997871948,0.179679436,0.528684727,0.979557763,16.99899125,1
0.117676288,0.847847372,0.093017548,0.695036094,0.299014846,0.219858869,0.329665724,0.033521913,0.085147532,0.147826777,15.3915142,1
0.82871665,0.893212944,0.325839098,0.409606715,0.385869475,0.390109449,0.096414078,0.396677008,0.099451572,0.587126256,15.40100216,1
0.938313127,0.8289768,0.408586589,0.674342846,0.301547779,0.02808743,0.363642284,0.252694575,0.997841878,0.201820535,12.86495273,1
0.258825375,0.079720799,0.143486259,0.821006818,0.557941683,0.643837855,0.090201537,0.543648573,0.432674676,0.387683691,15.21225684,1
0.653263174,0.553088894,0.517306112,0.881870436,0.591695922,0.525733206,0.698377209,0.487091906,0.613251628,0.210698856,22.02376401,2
0.319999823,0.464749492,0.297855447,0.484099385,0.659316343,0.020061391,0.388061265,0.135960806,0.387156039,0.227856483,14.74773061,1
0.289326501,0.276921438,0.336303196,0.80441657,0.285170856,0.867236311,0.261169447,0.555580515,0.173914422,0.991339184,13.57284101,1
0.884342674,0.008140528,0.039070335,0.148020956,0.44619848,0.804876642,0.182186716,0.781001074,0.609277525,0.948601508,7.63364413,0
0.097557736,0.962463478,0.091091701,0.928943641,0.766924995,0.78864215,0.941622905,0.777689332,0.433879062,0.657842713,20.11314446,2
0.617625406,0.095292788,0.620549546,0.252911232,0.04609297,0.020441489,0.871402051,0.659615594,0.86714036,0.176932234,3.24990618,0
0.926788194,0.403465366,0.756600467,0.497983039,0.031458277,0.045316527,0.503324978,0.522320975,0.665836494,0.254578019,17.03630023,1
0.611965719,0.222117978,0.841446201,0.172262223,0.730178386,0.992285066,0.950370379,0.392304356,0.677513873,0.513066933,13.24771666,1
0.362997023,0.110812776,0.753629458,0.746293028,0.131611245,0.583447464,0.947039786,0.520952836,0.793827331,0.462142417,11.22538501,1
0.349988606,0.085186055,0.890654377,0.747534321,0.101551287,0.577374614,0.072379613,0.380996924,0.467931584,0.662739436,12.66757658,1
0.279029916,0.295958169,0.784766486,0.947759682,0.93279374,0.106623264,0.590180606,0.533752787,0.451158851,0.143223622,19.24936252,1
0.605805681,0.690969822,0.72742079,0.79639629,0.410459251,0.250483697,0.026713842,0.884065677,0.829333124,0.820302783,19.00244013,1
0.783017147,0.158010685,0.515840192,0.722442237,0.986171993,0.856956454,0.819255286,0.706798841,0.284263369,0.408868568,14.73564269,1
0.700317225,0.449191637,0.361641234,0.591050707,0.126593573,0.391274689,0.358082175,0.236243359,0.860133159,0.767613677,14.56376161,1
0.245009047,0.971598109,0.793708305,0.940700828,0.679221069,0.360384643,0.902415243,0.170244298,0.861568369,0.276214725,20.14426538,2
0.822011907,0.500689646,0.69296485,0.858189185,0.736547898,0.457643068,0.500664142,0.016300661,0.126515549,0.199489836,20.63711092,2
0.85879795,0.040731769,0.122864382,0.22194484,0.783626838,0.397427871,0.232168248,0.643980908,0.278563178,0.047137427,9.940867674,0
0.250598685,0.622097159,0.256294135,0.388621411,0.118253316,0.114172718,0.067017685,0.816062495,0.853098036,0.705157015,12.89097641,1
0.494232281,0.363227965,0.787108167,0.073972313,0.686249857,0.620995314,0.841836284,0.322473325,0.65067619,0.746290068,10.96226482,1
0.830254026,0.49625355,0.947937388,0.238928011,0.219288734,0.778168649,0.779187205,0.845872946,0.271786471,0.456764939,17.41250203,1
0.755667852,0.927173152,0.277894042,0.373021206,0.410942951,0.813091435,0.796206455,0.043935228,0.74264657,0.454941147,16.11738877,1
0.456859618,0.652112814,0.645405762,0.999110115,0.379824799,0.980297849,0.619006893,0.214373881,0.113744025,0.276604162,20.51598436,2
0.34670947,0.328007163,0.653008259,0.131443057,0.698793425,0.008033084,0.411620434,0.287130573,0.696277914,0.281052555,7.823108538,0
0.143232246,0.665394184,0.605366612,0.199891371,0.661867905,0.958120803,0.344487535,0.160359372,0.575273387,0.869250481,10.34866657,1
0.381109415,0.146158338,0.633795867,0.145611587,0.885118571,0.59045383,0.112270202,0.034264861,0.929355209,0.932387337,8.024543051,0
0.027570068,0.709688855,0.721061984,0.511827197,0.599410502,0.023462367,0.196641512,0.266769252,0.538487568,0.217397502,9.063115586,0
0.50314914,0.727736532,0.506205797,0.754338841,0.147630969,0.903448066,0.429356101,0.115522,0.386708413,0.490527176,17.42386747,1
0.18517857,0.722464484,0.879795341,0.527440896,0.620181813,0.173003825,0.305204494,0.30629953,0.790027031,0.845994345,15.58537482,1
0.549542461,0.381130973,0.546370094,0.180874334,0.247388353,0.869985415,0.493280567,0.518188369,0.901089978,0.254040816,7.881220905,0
0.806848308,0.249386197,0.059858751,0.447260612,0.518142142,0.448535695,0.172187135,0.375679409,0.247555984,0.083331251,16.12321869,1
0.498628149,0.375756421,0.785200501,0.17354059,0.868228688,0.250044701,0.3636199,0.907036127,0.593900299,0.429078248,12.34124233,1
0.54470081,0.169879574,0.803989639,0.571286751,0.61376236,0.417880969,0.601305051,0.322596781,0.004272074,0.759199468,12.27832344,1
0.710501126,0.558999843,0.97752619,0.794405973,0.338346893,0.715317929,0.705700733,0.978494807,0.110183175,0.195140996,22.87556912,2
0.169841034,0.603361055,0.187720122,0.46780367,0.973258064,0.317029833,0.227417646,0.708999368,0.086581712,0.965615214,13.7864888,1
0.932390025,0.072459781,0.73489248,0.922150964,0.669821085,0.807940813,0.471966636,0.589020278,0.263998228,0.281559358,16.71163817,1
0.218042456,0.928269983,0.748496355,0.907867876,0.030746825,0.982477841,0.996240853,0.105320623,0.667421177,0.371182615,17.37788745,1
0.735567912,0.003670549,0.484407995,0.58870421,0.421143565,0.904527341,0.834406113,0.600169617,0.464976188,0.874839776,8.374668467,0
0.669355032,0.760102149,0.692215444,0.270531256,0.994440498,0.051175117,0.525346036,0.612052085,0.508186247,0.770571986,19.38457748,1
0.052316781,0.882525539,0.350233752,0.422592395,0.209751957,0.202282532,0.278941471,0.478405659,0.214611692,0.160502926,7.508466617,0
0.713421785,0.437925789,0.545227026,0.604901942,0.280245306,0.105650109,0.142001364,0.754279891,0.047464456,0.570550276,16.58226629,1
0.624998415,0.418137333,0.586999816,0.278649303,0.719610416,0.023497637,0.511127441,0.647293775,0.479916508,0.432137521,12.88630497,1
0.81477506,0.82396349,0.512959986,0.938196236,0.631308964,0.885321317,0.675493621,0.216241449,0.311686079,0.316909722,20.5283113,2
0.941310489,0.429827584,0.456647051,0.767230625,0.513414093,0.333592733,0.171430044,0.997586173,0.481143821,0.77347582,19.93694367,1
0.39449344,0.268580816,0.702873512,0.274903802,0.347720868,0.039284909,0.32323459,0.992739796,0.65608792,0.946957605,6.882973818,0
0.278754187,0.173457766,0.311634752,0.608344887,0.876150402,0.668049046,0.036320225,0.864710337,0.393306968,0.753928078,13.32047728,1
0.135139573,0.370599382,0.704265963,0.835167808,0.748590356,0.548560344,0.831090567,0.492295595,0.238483723,0.391228013,17.12481965,1
0.575124575,0.442796832,0.317662265,0.540403638,0.524619693,0.933916854,0.361492053,0.85461289,0.809705319,0.263748177,17.09790488,1
0.128564538,0.0865902,0.770192371,0.94767777,0.651623147,0.919981234,0.303160852,0.509164262,0.659982693,0.944747168,14.33528943,1
0.614242971,0.445167362,0.953483223,0.697652268,0.75848329,0.658983525,0.660346048,0.063092178,0.64984125,0.442940347,21.64643933,2
0.765684885,0.850753378,0.468956633,0.031235641,0.644703378,0.395596545,0.309909618,0.255357151,0.815426747,0.795706276,11.90321964,1
0.048356296,0.923891226,0.997397668,0.962298648,0.804773835,0.827640585,0.247717007,0.684313582,0.51893431,0.04456529,19.16002515,1
0.724445715,0.756698299,0.756723577,0.134436678,0.778185474,0.359369962,0.225182648,0.230735496,0.948021972,0.963389755,15.5175664,1
0.762034797,0.669204225,0.861441753,0.943040319,0.745423017,0.619658514,0.358900253,0.524932948,0.892006321,0.902613117,25.13649654,2
0.681325152,0.568300232,0.605980655,0.534496102,0.506339326,0.835328444,0.139696192,0.285480075,0.171691786,0.414248523,18.38616965,1
0.849625963,0.253990822,0.617860634,0.991663555,0.162883737,0.855419391,0.938962808,0.706793247,0.10550565,0.930125534,16.67000461,1
0.434526783,0.054088238,0.460868716,0.140364771,0.522266254,0.016059726,0.641011635,0.991496875,0.422072623,0.598185139,4.904298325,0
0.247400798,0.835200917,0.926268482,0.988290183,0.676636648,0.051409079,0.911940219,0.018453278,0.425177973,0.419189708,20.41483769,2
0.31391967,0.784060291,0.439906143,0.641562843,0.71688665,0.879301536,0.706387819,0.884495716,0.313148836,0.624378397,18.02904544,1
0.323650154,0.642178581,0.75224641,0.051700176,0.778719981,0.91728904,0.084697179,0.290587174,0.844134113,0.856919206,12.09133966,1
0.730237953,0.267797452,0.54191333,0.507943492,0.78183559,0.640379765,0.501284768,0.260572647,0.080571573,0.383012111,15.545124,1
0.885217186,0.416059356,0.174728674,0.629486635,0.561997848,0.298993769,0.988785866,0.813559863,0.786729667,0.15904,18.17393531,1
0.465906166,0.114305085,0.851844556,0.498106832,0.755681117,0.26650472,0.936159896,0.842872448,0.535809606,0.008270363,11.24656622,1
0.554562602,0.224606264,0.023830171,0.619573527,0.357135463,0.040047613,0.308948554,0.813071687,0.353227773,0.552638023,15.20538965,1
0.504199248,0.59944812,0.484921109,0.208997687,0.373288171,0.603455973,0.826063927,0.779175274,0.976460797,0.030427228,11.97637695,1
0.318759755,0.018746904,0.251885259,0.588685351,0.164700746,0.351279738,0.408655548,0.381507561,0.109206682,0.510990401,9.062942389,0
0.977919477,0.901026966,0.481585124,0.607707322,0.324679075,0.308680527,0.113998407,0.077412657,0.941107983,0.697982738,11.58872392,1
0.160463229,0.261482074,0.911008401,0.933317309,0.089824338,0.970127584,0.805224912,0.627051763,0.048232737,0.667879939,15.70963132,1
0.324536948,0.490803839,0.531794029,0.247397762,0.003336472,0.270537168,0.772691413,0.949013309,0.558026328,0.733172577,7.027102343,0
0.261622411,0.134554675,0.489071868,0.477928319,0.807910875,0.203377699,0.022393708,0.403467425,0.079510206,0.013707259,10.39935926,1
0.913088515,0.661935237,0.037603365,0.779528388,0.3128795,0.194283705,0.356911422,0.053645951,0.949411944,0.121674979,23.69150875,2
0.908992894,0.66293129,0.383645782,0.793013298,0.618785218,0.515852141,0.948275172,0.970591285,0.41308787,0.493494539,20.28856161,2
0.738894081,0.802274823,0.980563084,0.646698338,0.935007008,0.598263171,0.767412597,0.196601551,0.960545428,0.937563089,26.03393726,2
0.173216516,0.18755933,0.278942721,0.272171722,0.670880598,0.461518832,0.105026033,0.621153494,0.943189296,0.708601785,8.915945268,0
0.453151579,0.361607152,0.841523842,0.180870528,0.73300925,0.904663628,0.065221091,0.629857994,0.936993983,0.705850035,13.23277317,1
0.185660821,0.733885292,0.245928773,0.056377035,0.343222944,0.985897943,0.249143528,0.82134187,0.23707631,0.093528345,8.58037954,0
0.701391699,0.88390105,0.909606152,0.951167459,0.861345258,0.265259681,0.131012609,0.385161061,0.958035778,0.367827438,27.12866602,2
0.423389101,0.467030548,0.390268306,0.263726174,0.414936183,0.494591392,0.645169979,0.594333528,0.696512565,0.405428754,9.119571209,0
0.827873436,0.391379656,0.815917287,0.541100556,0.209555092,0.644727238,0.770925653,0.193087639,0.43481676,0.692831591,18.26342098,1
0.724228563,0.097169792,0.779010572,0.133942808,0.83328075,0.180660557,0.811506341,0.857104199,0.418360786,0.190279921,9.703644735,0
0.789218649,0.085511728,0.037149067,0.348614608,0.991873625,0.329192739,0.454211287,0.514539814,0.393512646,0.676531536,14.78658114,1
0.698694255,0.641701794,0.712545603,0.405940855,0.895865327,0.610160855,0.376699195,0.065079957,0.399188757,0.842972097,17.27933182,1
0.488198111,0.106188979,0.376404115,0.894216686,0.401282253,0.584477447,0.383625344,0.467230433,0.861279931,0.142250765,11.20998281,1
0.523624703,0.949109794,0.891612133,0.431734371,0.490216909,0.12792153,0.067938203,0.232616651,0.176937399,0.955376581,20.19806572,2
0.401445643,0.292556146,0.016818146,0.260635686,0.621475203,0.504398081,0.552398926,0.283205916,0.927330688,0.275650328,13.84894384,1
0.068124698,0.536238817,0.819678637,0.530980881,0.03447293,0.786126324,0.295212943,0.431785875,0.799084431,0.298279241,9.943909792,0
0.998558984,0.239164893,0.441938335,0.699758261,0.757919558,0.462884444,0.01338417,0.820628973,0.343778492,0.805832899,19.56827371,1
0.337946539,0.561249583,0.145888158,0.146203266,0.478715783,0.269693855,0.405828436,0.953788173,0.652858137,0.51561753,11.6020122,1
0.333861883,0.791865464,0.401580762,0.014411802,0.943131606,0.907339512,0.552451398,0.045144005,0.73756029,0.504589436,12.2186729,1
0.960183312,0.038921528,0.844146995,0.869122568,0.16803066,0.167035269,0.699645235,0.44429102,0.904815995,0.227800192,14.83055966,1
0.651881448,0.582371352,0.083054145,0.561945123,0.183948476,0.081638152,0.464245657,0.92549223,0.739820187,0.968308192,18.87464861,1
0.127327418,0.782466127,0.343108248,0.784389663,0.281771967,0.351341938,0.431879664,0.596193442,0.786926243,0.700468647,13.93347081,1
0.58175979,0.719709213,0.5467896,0.214715989,0.464594821,0.600406582,0.709067815,0.544761779,0.962856138,0.025107899,14.98462712,1
0.461292649,0.856725479,0.586649932,0.757501323,0.749861157,0.570740732,0.062865111,0.828933096,0.9684331,0.838056076,21.83630709,2
